NAME	NES_6H	FDR_6H	NES_24H	FDR_24H	NES_48H	FDR_48H	NES_96H	FDR_96H
GOBP_RESPONSE_TO_FRUCTOSE	-1.3212367	0.91619366	-0.75696373	0.9765753	0.5975202	0.9901746	-0.68037987	0.98396593
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS	-1.320678	0.91690266	-1.2647074	0.838502	-1.1969867	0.6914977	-1.2024606	0.55894005
GOBP_SERINE_TRANSPORT	-1.3205123	0.9156463	-1.607798	0.67899394	-1.5594974	0.3325211	-0.61044276	0.9915879
GOBP_METHYLGLYOXAL_CATABOLIC_PROCESS_TO_D_LACTATE_VIA_S_LACTOYL_GLUTATHIONE	-1.3203363	0.91442406	-1.1895171	0.8315829	-1.0815784	0.7768086	-1.1726087	0.59391963
GOBP_SHORT_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	-1.3200008	0.9139978	-1.4231474	0.7635746	-1.3055263	0.6072119	-1.274309	0.46927577
GOBP_RESPONSE_TO_INTERLEUKIN_17	-1.3199112	0.91237366	0.70428157	0.9898469	1.2209191	0.4984132	1.359455	0.1981715
GOBP_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION	-1.3194478	0.9126095	-0.99321145	0.92039555	1.016305	0.7507846	-0.7684542	0.9692111
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	-1.319064	0.9124536	-1.0401217	0.90051156	0.800322	0.9347269	1.454304	0.12873565
GOBP_EXTRACELLULAR_STRUCTURE_ORGANIZATION	-1.3186362	0.9124908	1.2038747	0.64446753	1.6072155	0.13953623	2.346427	0.0
GOBP_MITOCHONDRIAL_CYTOCHROME_C_OXIDASE_ASSEMBLY	-1.3185742	0.9107525	-1.1382848	0.86553824	-1.3706963	0.54841584	-1.2911973	0.4464883
GOBP_METANEPHRIC_TUBULE_FORMATION	-1.3184391	0.90937364	1.3310584	0.52960205	1.3069738	0.4092021	1.2922244	0.25615615
GOBP_SPONTANEOUS_SYNAPTIC_TRANSMISSION	-1.3179651	0.90963966	-1.6615018	0.639317	1.1449347	0.5879249	1.6900018	0.029959999
GOBP_T_CELL_PROLIFERATION_INVOLVED_IN_IMMUNE_RESPONSE	-1.3177571	0.90862507	-0.6212185	0.99577385	-1.1051148	0.75966793	-1.4614226	0.25004548
GOBP_SYNAPTIC_VESICLE_UNCOATING	-1.3176029	0.90735716	-1.6142282	0.6799524	-1.2765607	0.621733	-1.1383553	0.6322188
GOBP_POSITIVE_REGULATION_OF_SNRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II	-1.3174589	0.9060514	-1.2043784	0.8198971	-1.3504431	0.56620806	-1.2829095	0.45641157
GOBP_NEGATIVE_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	-1.3172959	0.9048576	-1.4215413	0.7572277	-0.84164554	0.9319336	-0.63120335	0.9905557
GOBP_OLIGOPEPTIDE_TRANSPORT	-1.3172724	0.9029608	-1.4308789	0.77207905	-1.3363389	0.57648516	-1.0128962	0.78148866
GOBP_GDP_MANNOSE_METABOLIC_PROCESS	-1.3170222	0.9022165	-1.2549256	0.8391663	-1.138788	0.7450753	-0.67752725	0.98330086
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	-1.3166747	0.90189564	-1.1821022	0.8405603	1.0478238	0.7081232	1.4811026	0.11277786
GOBP_REGULATION_OF_TETRAPYRROLE_METABOLIC_PROCESS	-1.3161472	0.90247804	-1.5083915	0.7594797	-1.7092135	0.16728763	-1.410225	0.30500093
GOBP_POSITIVE_REGULATION_OF_T_CELL_TOLERANCE_INDUCTION	-1.3156868	0.9026635	-1.0785502	0.8762893	0.5796028	0.9933197	1.0617405	0.513353
GOBP_OSMOSENSORY_SIGNALING_PATHWAY	-1.3152424	0.9028429	-1.3242602	0.8230683	-1.3182979	0.5961495	-0.9872555	0.81266534
GOBP_OLIGOPEPTIDE_TRANSMEMBRANE_TRANSPORT	-1.3148558	0.9027297	-1.4222008	0.7596691	-1.3367199	0.5777351	-1.0217721	0.7708884
GOBP_POSITIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	-1.3144238	0.9028568	-0.834939	0.96173036	1.3936573	0.32659504	1.8143675	0.009975854
GOBP_INTERLEUKIN_1_PRODUCTION	-1.3142703	0.9016549	-1.2016735	0.82292026	0.95057195	0.8262634	1.4035363	0.16300552
GOBP_REGULATION_OF_SKELETAL_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING	-1.3141581	0.90023017	-1.1419324	0.86094767	0.83503515	0.91975915	-0.70506227	0.98518354
GOBP_LIPOXIN_METABOLIC_PROCESS	-1.3134435	0.90176857	0.99290985	0.8339653	1.1916107	0.5317941	1.3370204	0.2160453
GOBP_BONE_GROWTH	-1.3118043	0.90784377	0.92342514	0.8900023	1.4744266	0.24466726	1.837064	0.007925397
GOBP_REGULATION_OF_BONE_RESORPTION	-1.3114953	0.9073764	-1.2167715	0.8288777	-1.18954	0.6981746	-0.94871366	0.8606928
GOBP_BUNDLE_OF_HIS_DEVELOPMENT	-1.3105925	0.9098224	0.7786851	0.97217643	1.1355165	0.5990737	1.3425181	0.21192643
GOBP_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY	-1.310338	0.9091235	-0.9072367	0.9485339	-1.0242448	0.81586605	-0.94827276	0.861117
GOBP_PYRIMIDINE_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	-1.309247	0.91244733	-0.6362035	0.9963191	-0.69190943	0.97119784	-0.8568245	0.9326821
GOBP_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS	-1.3088242	0.91255987	-1.2514343	0.8405073	-1.1471319	0.74152786	-0.7823427	0.96144086
GOBP_REGULATION_OF_RAB_PROTEIN_SIGNAL_TRANSDUCTION	-1.3087654	0.91089326	-1.158923	0.8507726	-0.95892054	0.8725479	0.9121096	0.7311903
GOBP_MYOFIBROBLAST_DIFFERENTIATION	-1.3084836	0.91031235	1.1352998	0.6978047	1.3624336	0.35443422	1.4994687	0.10315746
GOBP_DENDRITIC_CELL_DIFFERENTIATION	-1.3083895	0.9088372	-1.1690439	0.8488773	0.85415995	0.9079418	1.2322254	0.3106051
GOBP_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	-1.308169	0.9079654	0.638715	0.9955121	-0.8174041	0.9357687	-0.78295374	0.9611342
GOBP_IMMUNE_RESPONSE_INHIBITING_SIGNAL_TRANSDUCTION	-1.3078054	0.90776783	-0.9692029	0.92269343	0.71747524	0.9659933	0.96489316	0.6515307
GOBP_PROTEIN_O_LINKED_GLYCOSYLATION_VIA_SERINE	-1.3058406	0.9152675	-0.997257	0.91815895	0.7880123	0.93984956	1.1614809	0.38613605
GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS	-1.3050113	0.91738826	-1.2857205	0.84670854	-0.84242785	0.93164897	0.5096789	0.9947468
GOBP_AMACRINE_CELL_DIFFERENTIATION	-1.303723	0.9216968	0.7521534	0.9807471	0.90679026	0.8713973	1.1422268	0.40974653
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_BINDING	-1.3032899	0.9218703	-0.9988464	0.91756713	0.9175901	0.8585964	1.4792697	0.11383257
GOBP_NEGATIVE_REGULATION_OF_LUTEINIZING_HORMONE_SECRETION	-1.3028668	0.92198706	0.6933363	0.98930544	1.1320429	0.60456836	-0.8955974	0.9043531
GOBP_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS	-1.3028077	0.9203453	0.8377856	0.9428179	0.9507791	0.8266716	-1.2921385	0.44572055
GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR	-1.302291	0.9209018	-0.9922141	0.9206207	-1.1075114	0.7602785	-1.6041137	0.12776582
GOBP_NEGATIVE_REGULATION_OF_GLUTAMATE_SECRETION	-1.3017792	0.92145634	1.2447375	0.6102375	0.907944	0.870398	-1.3079959	0.42844656
GOBP_REGULATION_OF_NK_T_CELL_PROLIFERATION	-1.3016818	0.9200139	-0.861511	0.96709275	0.6172724	0.9870392	1.185538	0.3584932
GOBP_NCRNA_PROCESSING	-1.301217	0.9203295	-1.2541002	0.8369227	-1.8258616	0.0724976	-2.3442848	1.7821787e-05
GOBP_BASIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	-1.3011183	0.9188859	-1.002802	0.9168923	-0.8958783	0.9056404	-1.0385062	0.75461257
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	-1.300324	0.9208364	-1.7170049	0.62431896	-1.1076	0.7608199	0.7327776	0.9228034
GOBP_MITOCHONDRIAL_RNA_PROCESSING	-1.3003098	0.9190077	-1.1656164	0.8476324	-1.7297968	0.14129743	-1.931944	0.007506599
GOBP_GLUTATHIONE_TRANSMEMBRANE_TRANSPORT	-1.2996112	0.92048883	-1.4495558	0.7450995	-1.4734011	0.42510667	0.8264913	0.8354679
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	-1.2976365	0.92809767	-0.9543845	0.9295582	0.99125576	0.78374386	1.4855529	0.11047728
GOBP_IRON_COORDINATION_ENTITY_TRANSPORT	-1.2975138	0.9267904	-1.0625104	0.879706	0.7776627	0.943019	0.8671846	0.7896682
GOBP_SPINAL_CORD_OLIGODENDROCYTE_CELL_DIFFERENTIATION	-1.2970225	0.92722636	-1.2671722	0.83440536	-1.1874179	0.70056343	-0.7470727	0.97404
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	-1.296747	0.926653	0.90320474	0.9080292	1.3916237	0.3271216	1.7105162	0.025449239
GOBP_POSITIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	-1.2965561	0.92567587	-1.7624421	0.7217145	0.92561615	0.85075104	1.3888242	0.17410651
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS	-1.296474	0.9241963	-1.0587399	0.88072926	-1.0353868	0.80461836	-0.9644717	0.84847444
GOBP_HYALURONAN_CATABOLIC_PROCESS	-1.29646	0.9223739	1.0251926	0.8146357	1.3461595	0.3737736	1.3427283	0.21180975
GOBP_POSITIVE_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	-1.2955977	0.9246192	-1.4860729	0.7854102	-1.3774732	0.5417918	-0.7298281	0.9825628
GOBP_POSITIVE_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_NON_REM_SLEEP	-1.2951636	0.9248193	0.8830796	0.91670644	1.1516149	0.5827968	0.9347862	0.6954451
GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	-1.2947211	0.9250808	-1.3009884	0.84691346	0.5157512	0.997804	1.3122038	0.23778164
GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	-1.2945015	0.92426836	-1.1949936	0.8272423	-1.8904437	0.04038369	-2.0307128	0.0019465118
GOBP_PLASMA_MEMBRANE_TUBULATION	-1.2943646	0.92306334	-0.8656791	0.9681202	0.7262697	0.96265984	0.96091914	0.6568295
GOBP_POSITIVE_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_SLEEP	-1.2943063	0.9214942	0.88752675	0.9153578	1.1446959	0.587877	0.93123406	0.7011153
GOBP_GROWTH_PLATE_CARTILAGE_DEVELOPMENT	-1.2934682	0.92370296	1.0790476	0.7577942	1.363622	0.35360217	1.7427156	0.019147426
GOBP_PEPTIDE_CROSS_LINKING	-1.293326	0.92254186	-0.8437549	0.96714145	0.7898487	0.93892473	1.5760367	0.06639029
GOBP_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_WAKEFULNESS	-1.2927786	0.923314	0.8845349	0.91708606	1.1539905	0.57977986	0.9317283	0.7004261
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_1_PRODUCTION	-1.2923402	0.9235368	-1.3818325	0.7741111	-0.8336101	0.9350036	0.959813	0.65847486
GOBP_WNT_PROTEIN_SECRETION	-1.2917632	0.92445904	0.9782272	0.8448807	1.1470913	0.5858916	1.1989707	0.34393564
GOBP_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA	-1.2916956	0.9229388	-1.0979393	0.88267565	-0.8045691	0.94159603	-0.66316426	0.9854441
GOBP_GLYCEROL_TRANSMEMBRANE_TRANSPORT	-1.2913289	0.9228567	-1.327352	0.8223186	-1.1698247	0.7209189	-1.196657	0.56881785
GOBP_NEURON_GLIAL_CELL_SIGNALING	-1.2911726	0.9217747	-1.3098707	0.8415807	-1.3127003	0.60324794	-1.2262515	0.52806187
GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION	-1.2906201	0.9225402	-0.68714625	0.98705214	0.7892363	0.9389611	0.97634727	0.6364214
GOBP_GONADOTROPIN_SECRETION	-1.2904673	0.92144734	-1.4270257	0.7704984	-1.3337297	0.5808532	0.57241845	0.98496217
GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION	-1.2896539	0.9234811	0.8420892	0.93986905	1.2247047	0.49531555	1.9519525	0.0020322488
GOBP_INTEGRIN_BIOSYNTHETIC_PROCESS	-1.2895925	0.92196226	-1.0684767	0.87881523	-0.72860783	0.96002936	1.4311116	0.14409114
GOBP_REGULATION_OF_CARDIAC_CONDUCTION	-1.289501	0.92059344	-1.0995092	0.8835366	0.8235683	0.9263747	1.0872315	0.48027697
GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING	-1.2892666	0.91989505	-1.0283555	0.9035249	-1.1970599	0.69218993	-1.6891395	0.071747996
GOBP_POST_EMBRYONIC_EYE_MORPHOGENESIS	-1.2892506	0.918177	-1.515347	0.7677361	-1.4408518	0.4607892	-1.538737	0.18410344
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	-1.2888019	0.91850495	-1.2936164	0.85124904	0.7369314	0.9588229	1.0776254	0.49313083
GOBP_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE	-1.2882692	0.919217	-0.91038656	0.94711417	0.5609122	0.9960567	1.2091714	0.33364937
GOBP_POSITIVE_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	-1.2869095	0.9238247	-1.0201957	0.90198946	0.82508767	0.9256758	1.1506433	0.39843112
GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS	-1.2861946	0.92538476	0.8770977	0.9223254	1.213977	0.5078105	1.0450623	0.53771216
GOBP_RESPONSE_TO_ESTROGEN	-1.2859792	0.92458886	0.8067127	0.9592682	1.2343205	0.4841139	1.2690152	0.27618888
GOBP_REGULATION_OF_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS	-1.2859218	0.92307895	-1.1484166	0.8618527	-0.78051436	0.9503242	1.0228449	0.5692367
GOBP_CELLULAR_RESPONSE_TO_FLUID_SHEAR_STRESS	-1.2859193	0.9213166	-1.2483783	0.8375912	-1.1494188	0.74037164	-0.8766235	0.9199258
GOBP_RESPONSE_TO_ELECTRICAL_STIMULUS	-1.2857403	0.92038065	0.71500236	0.98867667	1.1570488	0.5754266	0.9511398	0.67224383
GOBP_NEGATIVE_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	-1.2851499	0.9213488	-0.8594197	0.96684235	0.74593484	0.9545316	1.2984577	0.2506169
GOBP_NEGATIVE_REGULATION_OF_ENDOCYTOSIS	-1.2849367	0.9205727	-1.3860016	0.77548593	1.0211625	0.74523425	1.4625272	0.12404477
GOBP_PULMONARY_VALVE_MORPHOGENESIS	-1.2847513	0.91966677	-1.0287048	0.90321875	1.2164792	0.50432646	1.520185	0.09220675
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	-1.2833347	0.92452395	-1.4593395	0.7524123	-1.3015867	0.6070029	-0.8377776	0.94254357
GOBP_RESPONSE_TO_UV_A	-1.283288	0.9229796	1.0019367	0.83297086	0.98901176	0.7847358	1.1952065	0.34809804
GOBP_CATECHOL_CONTAINING_COMPOUND_CATABOLIC_PROCESS	-1.2831753	0.9217442	1.2277378	0.622554	1.3011608	0.41652045	1.4689597	0.12029182
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	-1.2831489	0.9201193	0.684115	0.99021065	-0.76746064	0.9523314	-0.7230779	0.9841114
GOBP_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY	-1.2829652	0.91924256	-1.1015298	0.88223463	1.0804572	0.667042	1.8288957	0.008631799
GOBP_CELLULAR_RESPONSE_TO_TRICHOSTATIN_A	-1.2828679	0.917949	-1.2432809	0.8374836	-0.9620679	0.8684121	-1.0710251	0.7098882
GOBP_EQUILIBRIOCEPTION	-1.2827861	0.91658515	-0.8694515	0.9679335	-0.7790963	0.94820404	-1.4288177	0.2849268
GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	-1.2827296	0.9151271	-1.1812863	0.84031177	0.6212737	0.98645383	0.98478913	0.62515724
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS	-1.2827202	0.9134576	-1.2330309	0.82464564	-1.1431175	0.7415826	0.8333502	0.8295252
GOBP_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT	-1.2816296	0.9167986	-1.409012	0.7644786	-1.1070317	0.7592255	0.81785583	0.844664
GOBP_HYALURONAN_METABOLIC_PROCESS	-1.2810478	0.917746	1.1206626	0.71648604	1.3928227	0.3266747	1.4677962	0.12083154
GOBP_IP_10_PRODUCTION	-1.280875	0.9168232	-1.5402285	0.74353224	-1.4683638	0.4325094	-0.88725865	0.90960014
GOBP_INTRACELLULAR_WATER_HOMEOSTASIS	-1.2806484	0.9161688	0.6041648	0.99855214	0.8911541	0.88357383	1.2286783	0.3145209
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	-1.2802155	0.91646725	-1.2398133	0.8289656	1.0390934	0.7207465	1.3262494	0.22522777
GOBP_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS	-1.2800598	0.9154817	-0.6226491	0.9955635	-1.336447	0.5773555	-1.2072704	0.55591804
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY	-1.2793562	0.9169908	-1.251258	0.8398298	-0.9695886	0.8637125	-0.5636592	0.99724925
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE	-1.2779996	0.9215179	0.5244879	1.0	-1.124064	0.75312793	-0.98955595	0.8101459
GOBP_PHAGOCYTOSIS	-1.2776079	0.92161894	-1.3842046	0.7769809	0.8820886	0.8899934	1.2785966	0.26845038
GOBP_REGULATION_OF_PHAGOCYTOSIS	-1.2772143	0.92173404	-1.3953382	0.76193947	-0.8231132	0.93489414	1.1907442	0.3524153
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	-1.2770272	0.92088526	-1.0788575	0.8761156	1.0668638	0.6842654	1.5649892	0.071261585
GOBP_POSITIVE_REGULATION_OF_FERTILIZATION	-1.2769794	0.9194138	-1.3917463	0.76463467	-0.741307	0.95850205	-1.15574	0.61255383
GOBP_CALCIUM_MEDIATED_SIGNALING_USING_INTRACELLULAR_CALCIUM_SOURCE	-1.2769694	0.91777325	-1.3499728	0.80144876	-0.8453166	0.9292426	1.0110111	0.5869603
GOBP_SUCCINATE_METABOLIC_PROCESS	-1.2768052	0.9168534	-0.8424639	0.96479505	-0.91905016	0.89272726	-0.6512019	0.988427
GOBP_POLYOL_TRANSMEMBRANE_TRANSPORT	-1.2764136	0.91698664	-1.4152833	0.75237876	-1.2298701	0.6668937	-1.2888719	0.4490186
GOBP_MYOBLAST_FUSION_INVOLVED_IN_SKELETAL_MUSCLE_REGENERATION	-1.2762897	0.9158675	-1.3023676	0.8461341	-1.028252	0.8134285	-1.2174928	0.54195195
GOBP_BONE_RESORPTION	-1.2762172	0.9145225	0.9137384	0.8962112	1.2314663	0.48731843	1.1791987	0.36524594
GOBP_REGULATION_OF_LACTATION	-1.2761401	0.9132184	-1.179625	0.8419208	-0.9854066	0.8489224	0.9013029	0.7452537
GOBP_REGULATION_OF_SPONTANEOUS_SYNAPTIC_TRANSMISSION	-1.2754909	0.9145353	-1.3763896	0.7768927	1.3612043	0.35537565	1.4126889	0.15613157
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	-1.2752649	0.9139171	-1.3393472	0.8128783	0.5025218	0.99836963	-0.9634834	0.84753317
GOBP_CATECHOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	-1.2750132	0.91340554	-1.1210957	0.8729405	0.7754156	0.943616	1.1530575	0.3956123
GOBP_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	-1.2749703	0.9119386	0.74362206	0.98354995	0.81683815	0.9286183	-0.744983	0.9749377
GOBP_TROPHOBLAST_GIANT_CELL_DIFFERENTIATION	-1.2749507	0.9103824	1.5340554	0.37613425	1.4857106	0.23196633	1.7071135	0.026043147
GOBP_NUCLEOTIDE_SUGAR_METABOLIC_PROCESS	-1.2741859	0.91214895	-1.2052855	0.8199227	-1.435072	0.471169	-0.80781806	0.95311576
GOBP_ALKALOID_CATABOLIC_PROCESS	-1.2739288	0.9116918	-1.2378113	0.82898086	-1.0737276	0.7809265	-1.2038594	0.557683
GOBP_CELLULAR_RESPONSE_TO_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_STIMULUS	-1.273628	0.9114141	-1.4564987	0.75680864	0.8930695	0.8821057	1.273071	0.27281055
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C	-1.2734843	0.91042995	-1.2151593	0.82783985	-1.5897778	0.30194548	-1.7345259	0.050306406
GOBP_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	-1.2734374	0.90901494	-0.9568945	0.92831993	1.1388799	0.595202	1.8987074	0.0041065286
GOBP_PLACENTA_BLOOD_VESSEL_DEVELOPMENT	-1.2733604	0.9077459	-0.78193855	0.9721813	0.91806775	0.85806394	1.5762503	0.066354
GOBP_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	-1.2729684	0.9078706	0.98666453	0.83917266	-0.9908895	0.8483312	0.839219	0.8237995
GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	-1.2721426	0.90991163	-1.1083016	0.8801635	-1.9594572	0.021684097	-1.8782502	0.012699953
GOBP_EXTRACELLULAR_TRANSPORT	-1.2718277	0.9096908	-0.8637697	0.9665265	1.3103974	0.40738732	1.0702878	0.5022252
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_ACETYLATION	-1.269238	0.9196397	-1.5947134	0.65817165	-1.4671777	0.43300584	-1.5976058	0.1328282
GOBP_PYRIMIDINE_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	-1.2691662	0.9183383	-0.7473272	0.97658145	-1.0205268	0.818866	-1.2080148	0.5548439
GOBP_ONE_CARBON_METABOLIC_PROCESS	-1.2680202	0.9218562	-1.318362	0.82921404	-1.6660509	0.20658046	-1.7281513	0.053059626
GOBP_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_MAMMARY_GLAND_DUCT_ELONGATION	-1.2679887	0.92038125	-0.98129314	0.9169299	0.89356434	0.8824535	1.3000304	0.24882354
GOBP_THIRD_VENTRICLE_DEVELOPMENT	-1.2679592	0.91889143	-1.3369886	0.81351316	0.43914413	1.0	1.4303316	0.14450306
GOBP_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	-1.2676489	0.9186688	0.65782416	0.99162036	0.7474975	0.9536337	1.606837	0.054281194
GOBP_REGULATION_OF_TORC2_SIGNALING	-1.2676011	0.9172861	-1.6164305	0.6998627	-1.1799887	0.71349305	-0.71825254	0.9855998
GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_GROWTH	-1.2671596	0.9176376	-0.93101716	0.94100183	0.81326586	0.92863756	0.96340483	0.6532532
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	-1.2668993	0.9172012	-1.3873372	0.7714774	-1.5483975	0.34149083	-0.7074621	0.98659134
GOBP_REGULATION_OF_CHOLESTEROL_EFFLUX	-1.2662439	0.91851664	-1.3927639	0.7669913	0.8890171	0.8846019	1.1041291	0.4578136
GOBP_HEART_TRABECULA_FORMATION	-1.2653519	0.92094976	-1.0552018	0.8839745	0.95704633	0.81965256	1.6363566	0.043742873
GOBP_LEUKEMIA_INHIBITORY_FACTOR_SIGNALING_PATHWAY	-1.2634817	0.9277049	-0.62729466	0.9953985	-0.82515925	0.93305945	0.822147	0.8395073
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	-1.2629337	0.92852825	0.8026021	0.9612281	1.1357805	0.59904206	1.81828	0.009568137
GOBP_POSITIVE_REGULATION_OF_NK_T_CELL_DIFFERENTIATION	-1.2624869	0.9289646	-1.1844026	0.83579105	-0.8683331	0.9197208	0.47011527	0.99763495
GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	-1.2619294	0.92983097	-0.9597023	0.92920506	-0.7674761	0.9528267	0.9357103	0.69478166
GOBP_INTERLEUKIN_12_PRODUCTION	-1.2618436	0.9286225	-1.2158425	0.82767624	0.8272129	0.92464864	1.0616904	0.51333
GOBP_REGULATION_OF_AUTOPHAGIC_CELL_DEATH	-1.2608042	0.9316614	0.6743622	0.9916005	0.97461724	0.7986423	0.9880598	0.61992276
GOBP_HISTAMINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	-1.2606672	0.93065464	-1.3938214	0.7643187	-0.82559305	0.93450713	0.8849261	0.76682633
GOBP_MITOCHONDRIAL_DNA_REPAIR	-1.2602013	0.9311657	-1.0534438	0.8841763	-1.4538969	0.44302303	-1.586585	0.13995318
GOBP_REGULATION_OF_HEXOKINASE_ACTIVITY	-1.2586486	0.93649846	-1.3508354	0.8016846	-1.5856073	0.31087908	-0.7046553	0.9850559
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS_ENZYMATIC_MODIFICATION	-1.2584276	0.9358814	1.1085601	0.7294497	1.1875752	0.53657514	1.1616126	0.38611734
GOBP_FERROPTOSIS	-1.2582444	0.9351098	-0.50612605	1.0	-0.65697056	0.97189325	0.5935153	0.9805575
GOBP_NEGATIVE_REGULATION_OF_BONE_MINERALIZATION	-1.257535	0.936685	-0.9989162	0.91800654	1.0165186	0.7506897	1.2153026	0.3278437
GOBP_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	-1.2570497	0.9372799	-1.26943	0.83250844	-0.9999008	0.8384892	0.5894913	0.9813638
