NAME	NES_6H	FDR_6H	NES_24H	FDR_24H
GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION	-0.9045834	1.0	-0.85822684	0.91544914
GOBP_SCHWANN_CELL_DIFFERENTIATION	-0.9038065	1.0	-0.94295794	0.8716991
GOBP_NEGATIVE_REGULATION_OF_COMPLEMENT_ACTIVATION	-0.9036374	1.0	1.2792568	0.44251046
GOBP_REGULATION_OF_MITOCHONDRIAL_MRNA_STABILITY	-0.9033261	1.0	-1.3371127	0.72413754
GOBP_AXO_DENDRITIC_PROTEIN_TRANSPORT	-0.9031606	1.0	1.0921253	0.6280358
GOBP_RESPONSE_TO_LIGHT_STIMULUS	-0.9031391	1.0	0.8532664	0.86440295
GOBP_POSITIVE_REGULATION_OF_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	-0.90310943	1.0	-1.0813458	0.81119114
GOBP_POSITIVE_REGULATION_OF_TOR_SIGNALING	-0.90288633	1.0	-0.8705785	0.9104454
GOBP_REGULATION_OF_RENAL_SYSTEM_PROCESS	-0.90258056	1.0	1.3384072	0.39737323
GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	-0.9023149	1.0	1.4287548	0.32331428
GOBP_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION	-0.90200233	1.0	-0.94849813	0.8690649
GOBP_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	-0.9014734	1.0	0.84563184	0.8697543
GOBP_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	-0.901107	1.0	-0.7349684	0.95629644
GOBP_STEROL_HOMEOSTASIS	-0.9005043	1.0	1.1611621	0.5560298
GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY	-0.90019155	1.0	1.2566432	0.46279216
GOBP_MITOTIC_INTRA_S_DNA_DAMAGE_CHECKPOINT_SIGNALING	-0.90005314	1.0	-0.5304689	0.9886328
GOBP_PREVENTION_OF_POLYSPERMY	-0.9000328	1.0	-0.7945983	0.9369895
GOBP_TRNA_PSEUDOURIDINE_SYNTHESIS	-0.8998479	1.0	-1.1625043	0.7823737
GOBP_REGULATION_OF_VASCULAR_WOUND_HEALING	-0.8997266	1.0	-0.72323126	0.9553946
GOBP_OLIGODENDROCYTE_PROGENITOR_PROLIFERATION	-0.8996087	1.0	0.79641396	0.9042318
GOBP_POSITIVE_REGULATION_OF_SODIUM_PROTON_ANTIPORTER_ACTIVITY	-0.89931965	1.0	-0.75773305	0.9467303
GOBP_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	-0.89886576	1.0	0.5925822	0.98116964
GOBP_REGULATION_OF_SODIUM_PROTON_ANTIPORTER_ACTIVITY	-0.89849806	1.0	-0.7541868	0.9461741
GOBP_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS	-0.8984433	1.0	0.72986597	0.9343977
GOBP_TORC1_SIGNALING	-0.8983091	1.0	-0.68580204	0.9640653
GOBP_MITOCHONDRIAL_DNA_METABOLIC_PROCESS	-0.8982325	1.0	1.0373946	0.68905205
GOBP_REGULATION_OF_TRANSLATION_AT_SYNAPSE_MODULATING_SYNAPTIC_TRANSMISSION	-0.89817655	1.0	0.93909585	0.79070914
GOBP_REGULATION_OF_NEUTROPHIL_ACTIVATION	-0.8980809	1.0	1.2935852	0.4323929
GOBP_MODIFICATION_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON	-0.8977196	1.0	0.7494228	0.9262184
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	-0.8977015	1.0	1.1381538	0.5813983
GOBP_NEGATIVE_REGULATION_OF_MEMBRANE_PERMEABILITY	-0.8973561	1.0	-1.1368281	0.80925125
GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY	-0.8970138	1.0	-0.8387349	0.9183777
GOBP_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	-0.89700097	1.0	1.1263491	0.59243464
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE	-0.89662045	1.0	0.9515634	0.7804098
GOBP_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS	-0.8964977	1.0	-1.1341196	0.80919886
GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION	-0.8960841	1.0	1.0963382	0.62356496
GOBP_POTASSIUM_ION_TRANSPORT	-0.89565015	1.0	1.1812327	0.5355259
GOBP_POSITIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION	-0.8952019	1.0	1.0191356	0.70851433
GOBP_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	-0.8950937	1.0	-0.99770635	0.8581335
GOBP_HEMATOPOIETIC_STEM_CELL_MIGRATION	-0.89497644	1.0	0.6355361	0.9674898
GOBP_MUSCLE_ADAPTATION	-0.8946843	1.0	1.2087454	0.507215
GOBP_INTRACELLULAR_IRON_ION_HOMEOSTASIS	-0.8946833	1.0	1.1640804	0.55258715
GOBP_NEGATIVE_REGULATION_OF_GLIOGENESIS	-0.8943827	1.0	1.205514	0.509303
GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE	-0.8943795	1.0	0.85014427	0.86621004
GOBP_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS	-0.8941859	1.0	-0.72132045	0.95593566
GOBP_RESPONSE_TO_TUMOR_CELL	-0.89415175	1.0	1.4121916	0.33730927
GOBP_GLYCOSIDE_METABOLIC_PROCESS	-0.8939058	1.0	-0.92018217	0.8873188
GOBP_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	-0.8931258	1.0	0.94550604	0.7855748
GOBP_PSEUDOPODIUM_ORGANIZATION	-0.89301914	1.0	-0.7224673	0.95514804
GOBP_FIBROBLAST_ACTIVATION	-0.8928917	1.0	0.8290748	0.8807149
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	-0.89248717	1.0	1.0363356	0.69012034
GOBP_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	-0.892467	1.0	0.7012064	0.9453071
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	-0.89164776	1.0	0.6953417	0.9484596
GOBP_NEGATIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY	-0.8915292	1.0	1.0036278	0.7258774
GOBP_REGULATION_OF_TRANSLATIONAL_TERMINATION	-0.89144504	1.0	-1.1934048	0.77185035
GOBP_REGULATION_OF_ISOMERASE_ACTIVITY	-0.8913758	1.0	1.308305	0.42445838
GOBP_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	-0.89130944	1.0	0.9808151	0.74986184
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	-0.89128107	1.0	1.1383104	0.5817893
GOBP_MEGAKARYOCYTE_DIFFERENTIATION	-0.89107597	1.0	-0.87826735	0.9085939
GOBP_RESPONSE_TO_GONADOTROPIN_RELEASING_HORMONE	-0.89076495	1.0	0.74687517	0.92735547
GOBP_POST_EMBRYONIC_DEVELOPMENT	-0.89073926	1.0	1.2104001	0.5073192
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS	-0.8905953	1.0	0.44460842	0.9988884
GOBP_IMMUNOGLOBULIN_PRODUCTION	-0.8904731	1.0	1.0075892	0.72280383
GOBP_PEPTIDE_HORMONE_PROCESSING	-0.88990366	1.0	-1.1566784	0.7902596
GOBP_REGULATION_OF_FEMALE_RECEPTIVITY	-0.8896563	1.0	0.8567662	0.8619606
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS	-0.88946956	1.0	0.9018724	0.8224819
GOBP_INNER_DYNEIN_ARM_ASSEMBLY	-0.8893585	1.0	1.0725396	0.6504207
GOBP_TRANSLATIONAL_TERMINATION	-0.8892651	1.0	-1.4217083	0.6718635
GOBP_CEREBELLAR_CORTEX_FORMATION	-0.88921565	1.0	0.9837776	0.7467602
GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT	-0.88903564	1.0	0.86259115	0.8574846
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	-0.8890163	1.0	0.7506865	0.9258379
GOBP_PLATELET_DENSE_GRANULE_ORGANIZATION	-0.88895273	1.0	0.7855994	0.91140413
GOBP_NEGATIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	-0.8889457	1.0	1.666462	0.1312072
GOBP_ACUTE_INFLAMMATORY_RESPONSE	-0.8886848	1.0	1.0093932	0.7200785
GOBP_STARTLE_RESPONSE	-0.8885338	1.0	-1.3482071	0.70819724
GOBP_DISACCHARIDE_METABOLIC_PROCESS	-0.88845295	1.0	1.5140884	0.24612941
GOBP_RNA_EXPORT_FROM_NUCLEUS	-0.88830566	1.0	-0.66305083	0.9736426
GOBP_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	-0.88819414	1.0	1.3488759	0.38919306
GOBP_RESPONSE_TO_BACTERIAL_LIPOPROTEIN	-0.88797164	1.0	1.1306484	0.5879392
GOBP_EPIGENETIC_PROGRAMING_OF_MALE_PRONUCLEUS	-0.8878984	1.0	0.9883322	0.74174845
GOBP_PHOTORECEPTOR_CELL_DEVELOPMENT	-0.88788676	1.0	0.92888	0.79854035
GOBP_BLASTODERM_SEGMENTATION	-0.88779145	1.0	0.8256647	0.8829773
GOBP_NEURON_PROJECTION_ARBORIZATION	-0.8876986	1.0	1.3866131	0.36008716
GOBP_NEGATIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION	-0.8876822	1.0	1.2833583	0.44214928
GOBP_ADIPONECTIN_ACTIVATED_SIGNALING_PATHWAY	-0.8875245	1.0	-0.9184936	0.8865987
GOBP_CYCLIC_NUCLEOTIDE_CATABOLIC_PROCESS	-0.8875174	1.0	-0.8050652	0.93251324
GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	-0.8873753	1.0	-0.5264784	0.9887236
GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	-0.88730276	1.0	-1.1221391	0.81578267
GOBP_TRNA_WOBBLE_URIDINE_MODIFICATION	-0.8872817	1.0	-1.0432723	0.8401746
GOBP_PROTEIN_AUTO_ADP_RIBOSYLATION	-0.8870072	1.0	1.2952073	0.4319135
GOBP_REGULATION_OF_GLYCOGEN_BIOSYNTHETIC_PROCESS	-0.8868426	1.0	0.639583	0.96641195
GOBP_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	-0.88608533	1.0	0.9303086	0.797748
GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	-0.885953	1.0	1.2484423	0.47122496
GOBP_RESPONSE_TO_EXTRACELLULAR_STIMULUS	-0.88583475	1.0	1.087409	0.6345449
GOBP_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	-0.8856366	1.0	1.542806	0.22094695
GOBP_BLASTOCYST_GROWTH	-0.88491875	1.0	-1.8342875	0.26940578
GOBP_TRANSLESION_SYNTHESIS	-0.8848913	1.0	1.0404621	0.6864664
GOBP_POSITIVE_REGULATION_OF_PODOSOME_ASSEMBLY	-0.8843872	1.0	0.7593598	0.9238712
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY	-0.88416606	1.0	1.1171463	0.6017941
GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE	-0.8839661	1.0	1.1285794	0.5898775
GOBP_REGULATION_OF_NEUTROPHIL_EXTRAVASATION	-0.8839212	1.0	1.2995812	0.42939112
GOBP_COMPLEMENT_ACTIVATION	-0.8838867	1.0	1.3306435	0.404195
GOBP_WATER_TRANSPORT	-0.8837112	1.0	1.340295	0.394923
GOBP_PHAGOCYTOSIS	-0.8835374	1.0	1.2570226	0.4626934
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	-0.88341784	1.0	1.3014178	0.42811796
GOBP_SODIUM_INDEPENDENT_ORGANIC_ANION_TRANSPORT	-0.8830893	1.0	1.2984804	0.42991188
GOBP_NEGATIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	-0.88302374	1.0	1.2546952	0.46525657
GOBP_REGULATION_OF_FOCAL_ADHESION_DISASSEMBLY	-0.88250273	1.0	1.0273128	0.6995385
GOBP_POSITIVE_REGULATION_OF_GLUTAMATE_SECRETION	-0.88240284	1.0	1.2230797	0.49309736
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_NUCLEUS	-0.88219166	1.0	-0.87319267	0.90951735
GOBP_GLYCEROLIPID_CATABOLIC_PROCESS	-0.88199127	1.0	-0.9930804	0.85864335
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION_BY_EIF2_ALPHA_PHOSPHORYLATION	-0.8818409	1.0	-0.9266034	0.8830241
GOBP_POSITIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY	-0.8818022	1.0	1.2094159	0.50735754
GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY	-0.8808233	1.0	0.9465751	0.7848384
GOBP_RESPONSE_TO_MERCURY_ION	-0.8806302	1.0	1.4757861	0.2848101
GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS	-0.8805254	1.0	0.8011054	0.9006266
GOBP_MODIFICATION_OF_SYNAPTIC_STRUCTURE	-0.8805031	1.0	0.6045965	0.9791069
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS	-0.880238	1.0	-1.2985543	0.7414641
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME	-0.8801262	1.0	-0.79055375	0.9345277
GOBP_MANCHETTE_ASSEMBLY	-0.88012546	1.0	-1.2201158	0.7471488
GOBP_NEGATIVE_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION	-0.8801079	1.0	-0.7893051	0.9345955
GOBP_DOUBLE_STRAND_BREAK_REPAIR	-0.8797476	1.0	-1.0136716	0.8500584
GOBP_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	-0.8796649	1.0	1.4437581	0.31291595
GOBP_REGULATION_OF_CELLULAR_LOCALIZATION	-0.8791358	1.0	1.1259972	0.5929446
GOBP_REGULATION_OF_INCLUSION_BODY_ASSEMBLY	-0.87909853	1.0	-0.9032088	0.8956826
GOBP_SPERMATID_NUCLEUS_DIFFERENTIATION	-0.87897664	1.0	0.704328	0.9443669
GOBP_TRANSEPITHELIAL_CHLORIDE_TRANSPORT	-0.8783516	1.0	-1.3369749	0.7224706
GOBP_LYMPH_VESSEL_MORPHOGENESIS	-0.87800586	1.0	1.4276925	0.3252531
GOBP_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	-0.87738305	1.0	1.0797197	0.64558023
GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	-0.877201	1.0	1.3280056	0.40458462
GOBP_POST_TRANSCRIPTIONAL_GENE_SILENCING	-0.87704176	1.0	0.49830768	0.99488896
GOBP_GLUCOSE_CATABOLIC_PROCESS	-0.87611663	1.0	-1.7119373	0.36074317
GOBP_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	-0.87596804	1.0	0.78160363	0.91436756
GOBP_REGULATION_OF_LENS_FIBER_CELL_DIFFERENTIATION	-0.875948	1.0	-1.0356421	0.8444183
GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	-0.87584215	1.0	-1.303843	0.7405065
GOBP_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	-0.8756957	1.0	1.0850616	0.6371946
GOBP_NEUTROPHIL_MEDIATED_CYTOTOXICITY	-0.8756545	1.0	1.0433012	0.6838654
GOBP_RECEPTOR_CLUSTERING	-0.8755224	1.0	-1.0959469	0.8136787
GOBP_CALCIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	-0.8753986	1.0	1.5074701	0.25225365
GOBP_POSITIVE_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION	-0.8752986	1.0	-0.9253765	0.8834968
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT	-0.8744807	1.0	1.0795406	0.64546585
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_18_PRODUCTION	-0.87431604	1.0	-0.82154167	0.92463464
GOBP_POSITIVE_REGULATION_OF_RUFFLE_ASSEMBLY	-0.8741095	1.0	0.59372944	0.9814248
GOBP_MAMMARY_GLAND_BRANCHING_INVOLVED_IN_THELARCHE	-0.87387514	1.0	-1.1922128	0.7729601
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	-0.87361795	1.0	0.7195726	0.9375583
GOBP_URATE_METABOLIC_PROCESS	-0.87331927	1.0	0.7174798	0.9379793
GOBP_CELLULAR_NITROGEN_COMPOUND_CATABOLIC_PROCESS	-0.87331784	1.0	0.70194244	0.9453014
GOBP_REGULATION_OF_TRANSLATIONAL_ELONGATION	-0.87297726	1.0	-0.78944516	0.9349974
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	-0.87281984	1.0	1.6128515	0.16656484
GOBP_LEPTIN_MEDIATED_SIGNALING_PATHWAY	-0.87276804	1.0	0.74302673	0.92870706
GOBP_REGULATION_OF_HEPATOCYTE_APOPTOTIC_PROCESS	-0.87254125	1.0	1.3533181	0.3859885
GOBP_ASSOCIATIVE_LEARNING	-0.8724958	1.0	0.9072996	0.8176759
GOBP_CHAPERONE_MEDIATED_AUTOPHAGY	-0.8723564	1.0	0.69031936	0.95035875
GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	-0.8720283	1.0	1.1947423	0.5192509
GOBP_NEUTROPHIL_MEDIATED_KILLING_OF_BACTERIUM	-0.87199926	1.0	0.8127484	0.89199704
GOBP_DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	-0.8717043	1.0	-1.2886983	0.7274724
GOBP_ADP_TRANSPORT	-0.87168956	1.0	1.3327125	0.4025084
GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	-0.8715339	1.0	1.5106769	0.25042835
GOBP_BLASTOCYST_DEVELOPMENT	-0.8715152	1.0	-1.2877083	0.7258511
GOBP_SUPPRESSION_OF_VIRAL_RELEASE_BY_HOST	-0.8709646	1.0	1.0608599	0.6601851
GOBP_REGULATION_OF_MRNA_PROCESSING	-0.8706629	1.0	-0.5980787	0.977776
GOBP_LIPID_TRANSPORT_ACROSS_BLOOD_BRAIN_BARRIER	-0.8706401	1.0	-1.0117023	0.85152245
GOBP_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	-0.87050515	1.0	-1.2011323	0.7607016
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	-0.87047166	1.0	1.0610191	0.6601623
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT	-0.87042415	1.0	-0.54828554	0.9877646
GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	-0.87024254	1.0	-1.2450238	0.7345114
GOBP_CEREBELLAR_GRANULAR_LAYER_DEVELOPMENT	-0.87007606	1.0	1.4215477	0.32678398
GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT	-0.87002456	1.0	1.0804064	0.6450019
GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	-0.86946046	1.0	0.9801238	0.7506597
GOBP_NEUROTRANSMITTER_METABOLIC_PROCESS	-0.8694099	1.0	1.5764049	0.19532752
GOBP_PEPTIDYL_ARGININE_MODIFICATION	-0.8691935	1.0	0.78308487	0.91337216
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT	-0.86868876	1.0	1.2150164	0.50234544
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	-0.86839485	1.0	1.2462217	0.47284508
GOBP_PROTEIN_HOMOTETRAMERIZATION	-0.8683703	1.0	0.5769913	0.9842492
GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH	-0.86835814	1.0	1.0633688	0.6592216
GOBP_REGULATION_OF_CELLULAR_KETONE_METABOLIC_PROCESS	-0.868275	1.0	1.1911521	0.5235507
GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT	-0.86795354	1.0	1.3730866	0.36980888
GOBP_MONOATOMIC_ANION_TRANSMEMBRANE_TRANSPORT	-0.8679484	1.0	1.5279375	0.23308654
GOBP_MITOTIC_G2_M_TRANSITION_CHECKPOINT	-0.8679228	1.0	-1.1904014	0.77223605
GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS	-0.867585	1.0	0.9267284	0.7987598
GOBP_PROTEIN_ACYLATION	-0.867556	1.0	-0.9664113	0.8650718
GOBP_ACIDIC_AMINO_ACID_TRANSPORT	-0.8670566	1.0	0.8683283	0.8519448
GOBP_POSTSYNAPSE_ASSEMBLY	-0.866842	1.0	0.8348469	0.8774344
GOBP_CELLULAR_RESPONSE_TO_KETONE	-0.86676747	1.0	1.2948647	0.4320991
GOBP_REGULATION_OF_INTERLEUKIN_18_PRODUCTION	-0.86674196	1.0	0.9201777	0.8071645
GOBP_INTERLEUKIN_18_PRODUCTION	-0.8666912	1.0	0.9177657	0.80848277
GOBP_REGULATION_OF_RELAXATION_OF_MUSCLE	-0.86581194	1.0	-1.1032485	0.8169685
GOBP_POSITIVE_REGULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST	-0.86539936	1.0	1.3100965	0.4228898
GOBP_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	-0.8652258	1.0	-1.3124182	0.73919505
GOBP_CARBOHYDRATE_TRANSPORT	-0.86514324	1.0	1.2570406	0.46309462
GOBP_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_REGENERATION	-0.8650327	1.0	0.8342922	0.8777158
GOBP_BLOOD_COAGULATION_INTRINSIC_PATHWAY	-0.8648085	1.0	1.148021	0.57267755
GOBP_CELLULAR_RESPONSE_TO_VITAMIN_D	-0.8644639	1.0	-1.096243	0.81487113
GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS	-0.86415553	1.0	0.85571843	0.86216664
GOBP_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	-0.86379486	1.0	0.97465056	0.755895
GOBP_LIPID_IMPORT_INTO_CELL	-0.86374843	1.0	-1.3037227	0.73904353
GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	-0.8633677	1.0	-1.1603851	0.7851106
GOBP_EMBRYONIC_PROCESS_INVOLVED_IN_FEMALE_PREGNANCY	-0.86289674	1.0	-0.7751889	0.94319606
GOBP_REELIN_MEDIATED_SIGNALING_PATHWAY	-0.8619394	1.0	-1.2856591	0.7230343
GOBP_CALCIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	-0.86148906	1.0	0.5765108	0.9842992
GOBP_REGULATION_OF_ODONTOGENESIS	-0.86142755	1.0	1.1688037	0.54856044
GOBP_POSITIVE_REGULATION_OF_CELL_FATE_COMMITMENT	-0.8608971	1.0	0.96538836	0.76580083
GOBP_ADENOSINE_TO_INOSINE_EDITING	-0.86028606	1.0	-1.554979	0.5665073
GOBP_NEURON_CELLULAR_HOMEOSTASIS	-0.8602843	1.0	-1.3592367	0.69304943
GOBP_POLYSACCHARIDE_METABOLIC_PROCESS	-0.8601024	1.0	0.82405126	0.88423043
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION	-0.8592025	1.0	1.0219345	0.7045303
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	-0.85881734	1.0	-1.2922444	0.7320486
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION	-0.8587879	1.0	0.9363023	0.79373324
GOBP_MYELOID_DENDRITIC_CELL_ACTIVATION	-0.8585484	1.0	0.9681442	0.7630052
GOBP_SNORNA_GUIDED_RRNA_PSEUDOURIDINE_SYNTHESIS	-0.85854715	1.0	-1.284411	0.72243285
GOBP_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY	-0.8584194	1.0	0.93173826	0.7971162
GOBP_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.85835326	1.0	1.6371964	0.15308762
GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	-0.8575064	1.0	1.0742856	0.64928097
GOBP_PROTEIN_LOCALIZATION_TO_PARANODE_REGION_OF_AXON	-0.85723746	1.0	-0.7250169	0.95731723
GOBP_FERTILIZATION	-0.8569239	1.0	1.2161773	0.5006085
GOBP_ION_CHANNEL_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	-0.85636085	1.0	-0.83534324	0.9178192
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_STORAGE	-0.85629517	1.0	-1.3633575	0.695479
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	-0.8560784	1.0	-1.1881205	0.77043587
GOBP_NEGATIVE_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE	-0.8555905	1.0	1.3254818	0.40682238
GOBP_PERISTALSIS	-0.85519546	1.0	-0.6085195	0.97606444
GOBP_POSITIVE_REGULATION_OF_DNA_DEMETHYLATION	-0.85516495	1.0	1.0119737	0.71701324
GOBP_REGULATION_OF_GASTRULATION	-0.8540439	1.0	0.97243685	0.75759256
GOBP_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	-0.85398406	1.0	0.9158572	0.8098969
GOBP_NUCLEOBASE_BIOSYNTHETIC_PROCESS	-0.8539053	1.0	0.7012865	0.9455806
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	-0.85365283	1.0	0.52841604	0.99378693
GOBP_SIGNALING_RECEPTOR_LIGAND_PRECURSOR_PROCESSING	-0.8534979	1.0	-1.115225	0.81598604
GOBP_RECEPTOR_CATABOLIC_PROCESS	-0.8529761	1.0	0.6814974	0.9531177
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION	-0.8529677	1.0	0.60753167	0.9781257
GOBP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY	-0.85282004	1.0	1.3925645	0.35554776
GOBP_OSTEOBLAST_DEVELOPMENT	-0.85280335	1.0	0.8691932	0.8516043
GOBP_CILIUM_MOVEMENT	-0.8525399	1.0	1.4290247	0.3232933
GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_BY_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY	-0.85222626	1.0	-0.8604077	0.9147511
GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	-0.85222137	1.0	-0.87981963	0.9090045
GOBP_CORTICOSTEROID_RECEPTOR_SIGNALING_PATHWAY	-0.8521767	1.0	0.7319855	0.93422294
